isin,as_of,mix
INE414G07IV8,30/06/2026,"Individuals 56%, Corporates 18%, FPI 17%, AIF 6.8%, NRIs 2.1%"
INE414G07JB8,30/06/2026,"MF 80%, Insurance 9.1%, Corporates 8.7%, PF/Pension 1.5%, Trusts 0.8%, Individuals 0.3%"
INE414G07JD4,30/06/2026,"Insurance 41%, Corporates 32%, MF 27%"
INE414G07JF9,30/06/2026,"MF 72%, Corporates 25%, Trusts 2.9%"
INE414G07JG7,30/06/2026,"MF 65%, Insurance 26%, Trusts 5%, Corporates 2.3%, PF/Pension 1.7%"
INE414G07JH5,30/06/2026,"Corporates 38%, MF 27%, FPI 18%, Trusts 10%, Individuals 7.8%"
INE414G07JI3,30/06/2026,"Corporates 31%, MF 30%, Insurance 23%, PF/Pension 10%, AIF 2%, FPI 1.6%, others 1.6%"
INE414G07JJ1,30/06/2026,"Insurance 47%, Corporates 27%, PF/Pension 13%, Trusts 10%, FPI 1.5%, Banks 1%, others 1%"
INE414G07JK9,30/06/2026,"Insurance 55%, Trusts 28%, Corporates 11%, PF/Pension 5.8%"
INE414G07JL7,30/06/2026,"Corporates 48%, MF 39%, Banks 4.8%, PF/Pension 4.8%, Insurance 3.4%, Clearing members 0.2%"
INE414G07JM5,30/06/2026,"MF 70%, Insurance 16%, FPI 13%, Trusts 1.1%"
INE414G07JN3,30/06/2026,"MF 63%, Insurance 14%, Banks 9.3%, Corporates 6.5%, Trusts 2.8%, AIF 1.7%, others 2.6%"
INE414G07JO1,30/06/2026,"Insurance 44%, Corporates 19%, MF 18%, NBFC 11%, FPI 4.2%, Banks 3.2%, others 1.1%"
INE414G07JP8,30/06/2026,"Insurance 26%, Corporates 24%, PF/Pension 17%, Trusts 15%, FPI 10%, Banks 4.1%, others 3.9%"
INE414G07JQ6,30/06/2026,"MF 66%, Corporates 19%, FPI 8.7%, Banks 4.6%, Trusts 0.7%, Individuals 0.6%, others 0.4%"
INE414G07JS2,30/06/2026,"Insurance 33%, MF 32%, Banks 20%, Corporates 6.3%, PF/Pension 5.6%, Trusts 2.2%, others 0.7%"
INE414G07JU8,30/06/2026,"Banks 64%, Insurance 20%, MF 8.6%, PF/Pension 4.7%, FPI 3.2%"
INE414G07JV6,30/06/2026,"MF 60%, Insurance 34%, Corporates 6%"
INE414G07JW4,30/06/2026,MF 100%
INE414G07JX2,30/06/2026,"MF 71%, Insurance 11%, PF/Pension 6.6%, Banks 6.4%, Corporates 2.9%, Trusts 1%, others 0.9%"
INE414G07JY0,30/06/2026,"Corporates 50%, PF/Pension 18%, Insurance 11%, Trusts 10%, Banks 9.4%, Clearing members 0.8%"
INE414G07JZ7,30/06/2026,"MF 79%, Banks 14%, Corporates 6.7%"
INE414G07KB6,30/06/2026,"Banks 50%, Insurance 37%, PF/Pension 11%, Corporates 1.7%, Trusts 0.6%"
INE414G08355,30/06/2026,"Trusts 49%, Corporates 44%, Govt 6.2%, Individuals 0.4%"
INE417C08019,30/06/2026,"Insurance 80%, MF 20%"
INE420C07163,30/06/2026,"Corporates 52%, Banks 38%, Individuals 10%, NRIs 0.5%"
INE420C07189,30/06/2026,"Individuals 59%, Corporates 38%, Banks 1.4%, Clearing members 1.3%, NRIs 0.1%"
INE423A07328,30/06/2026,"Individuals 55%, Banks 16%, Corporates 15%, MF 11%, AIF 3.2%, Clearing members 0.4%, others 0.2%"
INE423A07476,30/06/2026,MF 100%
INE423A07484,30/06/2026,"Individuals 73%, Corporates 21%, Banks 5.6%, Trusts 0.1%"
INE423A07492,30/06/2026,"Individuals 57%, Corporates 42%, Banks 1.7%, Trusts 0.2%, NRIs 0.1%"
INE423A07526,30/06/2026,"Individuals 85%, Corporates 8.3%, Banks 4.6%, Trusts 1.4%, Clearing members 0.9%, NRIs 0.2%"
INE423A07534,30/06/2026,"Corporates 47%, Individuals 43%, Banks 9.1%, Clearing members 0.7%, Trusts 0.3%, NRIs 0.1%"
INE423Y07104,30/06/2026,MF 100%
INE427F07021,30/06/2026,MF 100%
INE432R07380,30/06/2026,"Corporates 34%, Insurance 20%, MF 18%, Individuals 16%, Clearing members 8%, Trusts 3.1%, others 0.2%"
INE432R07414,30/06/2026,MF 100%
INE432R07455,30/06/2026,"MF 52%, Corporates 48%"
INE432R07489,30/06/2026,MF 100%
INE432R07505,30/06/2026,MF 100%
INE441Q07011,30/06/2026,Corporates 100%
INE443L07174,30/06/2026,"Corporates 87%, Individuals 13%, NRIs 0.3%"
INE448U07216,30/06/2026,"Trusts 51%, Corporates 27%, Individuals 22%"
INE448U07240,30/06/2026,"MF 60%, Trusts 40%"
INE448U07307,30/06/2026,"Corporates 80%, Clearing members 20%"
INE448U07349,30/06/2026,MF 100%
INE460K08053,30/06/2026,MF 100%
INE461R07017,30/06/2026,"Corporates 55%, Banks 45%"
INE463Y07027,30/06/2026,"Corporates 72%, Individuals 28%, NRIs 0.3%"
INE468N07BM4,30/06/2026,"Individuals 54%, Corporates 46%, Banks 0.6%"
INE473K08023,30/06/2026,"Corporates 68%, NBFC 29%, Individuals 2.2%"
INE476A08175,30/06/2026,"Govt 81%, PF/Pension 10%, Trusts 8.6%, Banks 0.2%, Corporates 0.1%"
INE476A08217,30/06/2026,"Trusts 53%, PF/Pension 13%, Corporates 11%, Banks 8.6%, Insurance 5.9%, Other FIs 3.6%, others 4.8%"
INE476A08225,30/06/2026,"Insurance 46%, Trusts 34%, Corporates 7.2%, PF/Pension 6.9%, Banks 4.7%, Govt 0.7%, others 0.7%"
INE476A08241,30/06/2026,"Trusts 34%, Banks 18%, Insurance 18%, PF/Pension 14%, Govt 6.2%, Corporates 5.4%, others 4.9%"
INE476A08266,30/06/2026,"Trusts 28%, PF/Pension 19%, Banks 19%, Insurance 14%, Corporates 13%, MF 3.6%, others 2.7%"
INE476A08274,30/06/2026,"Govt 94%, PF/Pension 2.2%, Corporates 2%, Banks 1%, Trusts 1%"
INE477A07381,30/06/2026,"Insurance 63%, MF 20%, PF/Pension 10%, Trusts 5.5%, Banks 1%, Corporates 0.1%"
INE477A07415,30/06/2026,"MF 69%, Insurance 26%, Banks 2.8%, Corporates 2.8%"
INE477A07423,30/06/2026,"Banks 49%, MF 20%, Insurance 17%, Corporates 7.6%, Other FIs 3.3%, FPI 1.7%, others 1.3%"
INE477L07AZ3,30/06/2026,"Insurance 57%, Corporates 23%, MF 13%, Individuals 3.5%, Banks 1.8%, Trusts 1.8%"
INE477L07BC0,30/06/2026,"Individuals 84%, Corporates 16%, Trusts 0.3%"
INE481G07190,30/06/2026,"PF/Pension 76%, MF 16%, Insurance 4%, Corporates 4%"
INE481G08123,30/06/2026,"Banks 45%, MF 42%, Insurance 10%, PF/Pension 2.5%"
INE483Z08012,30/06/2026,MF 100%
INE484J08055,30/06/2026,"MF 87%, FPI 6.5%, PF/Pension 3%, Corporates 3%, Individuals 0.5%"
INE484J08071,30/06/2026,"Insurance 53%, MF 25%, Banks 13%, Trusts 4.6%, PF/Pension 2.9%, Individuals 0.9%, others 0.4%"
INE484J08089,30/06/2026,"MF 80%, FPI 7.5%, PF/Pension 6.5%, Corporates 3.7%, Insurance 2.7%"
INE487N07037,30/06/2026,"Corporates 76%, Individuals 15%, AIF 8.9%"
INE487N07045,30/06/2026,"Corporates 58%, Individuals 27%, AIF 11%, NBFC 3.5%"
INE487N07052,30/06/2026,"Corporates 96%, Individuals 4%"
INE487N07060,30/06/2026,"Corporates 67%, Individuals 32%, AIF 0.2%"
INE487N07078,30/06/2026,"Corporates 72%, Individuals 21%, AIF 7.3%"
INE498L07038,30/06/2026,"Corporates 56%, Insurance 16%, MF 14%, Trusts 10%, Banks 4.4%"
INE498L07129,30/06/2026,"Corporates 58%, MF 20%, Trusts 8%, Insurance 7.6%, Banks 6%"
INE498L07137,30/06/2026,"Banks 34%, Corporates 32%, MF 30%, Insurance 4.5%"
INE498L07145,30/06/2026,"Corporates 53%, MF 22%, Insurance 22%, Banks 2.8%"
INE498L07152,30/06/2026,"Individuals 43%, Corporates 32%, Insurance 22%, AIF 2.7%"
INE498L07178,30/06/2026,"Banks 50%, Corporates 40%, MF 10%"
INE498L07202,30/06/2026,"Corporates 33%, Trusts 26%, Banks 16%, PF/Pension 14%, Insurance 10%, Individuals 0.2%"
INE498L07210,30/06/2026,"Banks 50%, Insurance 27%, MF 20%, PF/Pension 1.8%, Trusts 1%"
INE501X07588,30/06/2026,"Individuals 78%, Corporates 22%, NRIs 0.4%"
INE501X07646,30/06/2026,"Individuals 48%, Corporates 39%, Trusts 13%, NRIs 0.4%, Clearing members 0.3%"
INE501X07711,30/06/2026,"Banks 50%, Corporates 25%, Individuals 16%, Clearing members 5.9%, Trusts 2.7%, NRIs 0.1%"
INE501X07729,30/06/2026,"Individuals 54%, Corporates 41%, NRIs 3%, Trusts 2.1%, Clearing members 0.3%"
INE504H07AS7,30/06/2026,"Individuals 96%, Corporates 4.3%"
INE504H07AV1,30/06/2026,"Individuals 99%, Corporates 1%"
INE504H07AX7,30/06/2026,"Individuals 88%, Corporates 12%"
INE504H07AZ2,30/06/2026,"Individuals 76%, Corporates 24%"
INE504H07BB1,30/06/2026,Individuals 100%
INE507T07070,30/06/2026,"MF 88%, Banks 7.7%, FPI 3.8%"
INE507T07088,30/06/2026,"Corporates 60%, MF 40%"
INE507T07096,30/06/2026,"Banks 52%, MF 27%, Corporates 21%, AIF 0.5%"
INE507T07104,30/06/2026,"MF 30%, Trusts 27%, Banks 20%, Corporates 19%, FPI 4.2%"
INE507T07112,30/06/2026,"MF 67%, Banks 33%"
INE507T07120,30/06/2026,"Banks 77%, MF 23%"
INE507T07138,30/06/2026,"MF 57%, Banks 42%, Corporates 0.8%"
INE507T07146,30/06/2026,MF 100%
INE507T07153,30/06/2026,"MF 98%, FPI 2.5%"
INE511C07847,30/06/2026,"MF 86%, Banks 14%"
INE511C07854,30/06/2026,"MF 98%, Corporates 2.2%"
INE511C07862,30/06/2026,"Insurance 33%, Banks 24%, Corporates 23%, MF 17%, PF/Pension 2.2%, Govt 1.7%"
INE511C07870,30/06/2026,"MF 75%, Corporates 25%"
INE511C07896,30/06/2026,"Corporates 34%, Banks 25%, Trusts 18%, PF/Pension 16%, Insurance 7.5%, Individuals 0.6%"
INE511C07912,30/06/2026,"MF 33%, Insurance 32%, Corporates 26%, Banks 8.3%, Individuals 1.7%"
INE511C07920,30/06/2026,"Corporates 43%, MF 29%, Insurance 21%, Banks 7.1%"
INE511C07938,30/06/2026,"MF 45%, Banks 32%, Insurance 18%, Corporates 6%"
INE511C07946,30/06/2026,"MF 98%, Corporates 1.8%, Insurance 0.6%"
INE511C07953,30/06/2026,"Corporates 70%, Trusts 14%, PF/Pension 10%, Banks 5%, Insurance 0.5%, Individuals 0.1%"
INE511C07979,30/06/2026,"Banks 57%, Corporates 19%, Insurance 13%, MF 11%"
INE511C07995,30/06/2026,"Corporates 55%, MF 42%, Insurance 2.5%"
INE511C07AA1,30/06/2026,"Insurance 37%, Corporates 24%, Banks 24%, MF 14%"
INE511C08AN2,30/06/2026,"Trusts 94%, Corporates 6.4%"
INE511N08016,30/06/2026,"PF/Pension 62%, Insurance 30%, Corporates 7.6%, Trusts 0.5%"
INE514E08ED5,30/06/2026,"PF/Pension 56%, MF 16%, Insurance 15%, Trusts 12%, FPI 1.4%, Individuals 0.1%"
INE514E08FG5,30/06/2026,"MF 46%, PF/Pension 37%, Trusts 8%, Banks 4.4%, Insurance 4.1%, FPI 0.9%"
INE514E08FH3,30/06/2026,"Banks 24%, Insurance 24%, Trusts 21%, MF 19%, PF/Pension 11%"
INE514E08FJ9,30/06/2026,"MF 71%, PF/Pension 21%, Insurance 7.1%"
INE514E08FN1,30/06/2026,"PF/Pension 58%, MF 25%, Trusts 17%"
INE514E08FP6,30/06/2026,"MF 82%, Trusts 8.3%, Banks 7.7%, PF/Pension 1.6%, Insurance 0.1%"
INE514E08FQ4,30/06/2026,"MF 46%, Insurance 29%, Trusts 15%, PF/Pension 8.8%, Corporates 1.4%"
INE514E08GB4,30/06/2026,"MF 37%, Banks 36%, PF/Pension 17%, Corporates 9.3%, Insurance 1.2%"
INE514E08GC2,30/06/2026,"PF/Pension 39%, MF 29%, Banks 22%, FPI 6.2%, Insurance 3.8%"
INE514E08GD0,30/06/2026,"MF 38%, PF/Pension 37%, Banks 21%, Corporates 3%, Insurance 1%, Trusts 0.1%"
INE514E08GE8,30/06/2026,"MF 57%, Banks 28%, Insurance 5%, FPI 4%, Corporates 3.1%, PF/Pension 2%, others 0.5%"
INE514E08GF5,30/06/2026,"MF 36%, PF/Pension 33%, Banks 23%, Insurance 6.4%, Corporates 2.1%, Trusts 0.4%"
INE514E08GG3,30/06/2026,"Govt 75%, PF/Pension 14%, MF 5%, Corporates 3.1%, Banks 1.9%, Trusts 0.8%, others 0.1%"
INE515Q08275,30/06/2026,"Individuals 67%, Corporates 32%, Trusts 0.4%, NRIs 0.1%"
INE515Q08283,30/06/2026,"Individuals 64%, Corporates 35%, NRIs 1.4%"
INE516Q07473,30/06/2026,"Corporates 92%, Individuals 7.3%, Clearing members 0.1%"
INE516Q07481,30/06/2026,"Corporates 86%, Individuals 13%, NRIs 0.1%"
INE516Q08497,30/06/2026,"Corporates 100%, Individuals 0.2%"
INE516Y07444,30/06/2026,"Banks 44%, Corporates 19%, Insurance 12%, Govt 7.1%, Trusts 7.1%, Individuals 6.3%, others 4.2%"
INE522D07CH7,30/06/2026,"MF 45%, Corporates 32%, Banks 22%, Individuals 1.1%"
INE522D07CI5,30/06/2026,"MF 60%, Corporates 40%"
INE522D07CK1,30/06/2026,"MF 41%, Corporates 38%, Banks 17%, FPI 3.8%, Individuals 0.2%"
INE522D07CL9,30/06/2026,"MF 85%, Banks 15%"
INE523H07CB9,30/06/2026,"MF 66%, FPI 33%, Corporates 0.8%, Individuals 0.2%"
INE523L07983,30/06/2026,"Individuals 83%, Corporates 17%"
INE523L07AL4,30/06/2026,"MF 94%, Corporates 5.9%"
INE523L07AM2,30/06/2026,"Corporates 68%, Individuals 25%, FPI 5.7%, NRIs 0.7%, AIF 0.4%"
INE523L07AN0,30/06/2026,MF 100%
INE523L07AO8,30/06/2026,MF 100%
INE523L07AQ3,30/06/2026,"Corporates 86%, MF 14%"
INE523L07AR1,30/06/2026,"Corporates 57%, AIF 30%, Individuals 6.3%, NBFC 6.2%, Clearing members 1%"
INE523L07AS9,30/06/2026,MF 100%
INE523L07AU5,30/06/2026,"Corporates 95%, AIF 5%"
INE523L07AV3,30/06/2026,MF 100%
INE526E07015,30/06/2026,MF 100%
INE526E07023,30/06/2026,MF 100%
INE528G08345,30/06/2026,"MF 38%, Govt 23%, Insurance 11%, PF/Pension 8.9%, Corporates 7%, Trusts 6.3%, others 5.2%"
INE528G08352,30/06/2026,"MF 38%, Insurance 16%, Individuals 15%, Trusts 10%, Corporates 8.3%, Banks 8.2%, others 4.7%"
INE528G08394,30/06/2026,"MF 48%, Corporates 31%, Individuals 8.8%, Insurance 7.2%, FPI 2.8%, Trusts 1.2%, others 1.2%"
INE530B07310,30/06/2026,"Individuals 90%, Corporates 7.1%, Trusts 2.3%, NRIs 0.9%, Banks 0.2%"
INE530B07468,30/06/2026,"Corporates 46%, Individuals 28%, AIF 24%, NBFC 2.3%"
INE530B07617,30/06/2026,"Corporates 50%, Individuals 39%, AIF 6%, NBFC 3.4%, Banks 1.2%"
INE530B07658,30/06/2026,"Corporates 57%, Individuals 43%"
INE530B07666,30/06/2026,"Banks 31%, FPI 31%, Corporates 20%, AIF 11%, Individuals 6.3%, Trusts 0.6%, others 0.3%"
INE530B08185,30/06/2026,"Trusts 94%, Corporates 5.4%, Individuals 0.4%"
INE530B08193,30/06/2026,"Corporates 38%, Trusts 29%, FPI 16%, AIF 11%, Individuals 4.5%, NBFC 1.6%"
INE530B08201,30/06/2026,"Corporates 55%, Trusts 33%, Individuals 7.4%, FPI 4.2%"
INE530B08227,30/06/2026,"Individuals 64%, Corporates 21%, AIF 12%, Trusts 2.3%"
INE530B08235,30/06/2026,"Corporates 79%, Trusts 15%, NBFC 3.8%, Individuals 2.8%"
INE530B08243,30/06/2026,"Govt 60%, Corporates 40%"
INE530B08250,30/06/2026,"Corporates 85%, Individuals 12%, Trusts 3%"
INE530L07BJ1,30/06/2026,Corporates 100%
INE535H07CH0,30/06/2026,"MF 86%, FPI 10%, Insurance 4.8%"
INE535H07CJ6,30/06/2026,"MF 66%, Banks 31%, Insurance 2.9%"
INE535H07CQ1,30/06/2026,"MF 57%, Banks 25%, Corporates 16%, Insurance 2.2%"
INE535H07CU3,30/06/2026,MF 100%
INE537P07745,30/06/2026,"PF/Pension 37%, Insurance 25%, Trusts 20%, Corporates 6.2%, Banks 5.7%, Govt 5.6%, others 0.1%"
INE537P07752,30/06/2026,"MF 67%, Insurance 14%, AIF 7%, Trusts 7%, Banks 3.5%, Corporates 1.4%"
INE537P07828,30/06/2026,"Insurance 39%, Trusts 29%, Corporates 12%, MF 10%, Banks 6.7%, Govt 3.3%, others 0.1%"
INE537P07844,30/06/2026,"Banks 46%, Insurance 27%, Trusts 13%, MF 5.5%, Corporates 4.7%, PF/Pension 2.2%, others 0.8%"
INE537P07877,30/06/2026,"Insurance 53%, Banks 20%, PF/Pension 14%, Trusts 7.6%, MF 4.5%, Govt 1.8%"
INE537P07885,30/06/2026,"Insurance 38%, Trusts 31%, Banks 23%, PF/Pension 3.8%, Govt 3.4%, Corporates 1.2%"
INE538F07157,30/06/2026,"AIF 49%, Corporates 39%, Individuals 9.3%, NBFC 2.4%, Trusts 0.3%"
INE539K07189,30/06/2026,"Trusts 79%, Banks 10%, PF/Pension 10%, Individuals 0.8%, Corporates 0.1%"
INE539K07320,30/06/2026,"MF 50%, Corporates 33%, Insurance 17%, Individuals 0.3%"
INE539K07338,30/06/2026,"Corporates 67%, MF 20%, Insurance 10%, Individuals 3.3%"
INE539K07346,30/06/2026,"Insurance 52%, Banks 35%, Trusts 10%, Corporates 2.3%, Individuals 1.3%"
INE539K07353,30/06/2026,"Corporates 66%, MF 23%, Banks 5.6%, Insurance 5.6%"
INE539K08187,30/06/2026,"Trusts 86%, Corporates 8.1%, Individuals 5.5%"
INE539K08203,30/06/2026,"Trusts 49%, Govt 21%, PF/Pension 15%, Corporates 14%, Banks 0.5%, Individuals 0.5%"
INE539K08211,30/06/2026,"Trusts 84%, Govt 8.8%, Corporates 5.8%, Banks 0.6%, Individuals 0.6%"
INE539K08237,30/06/2026,"Trusts 85%, PF/Pension 7.6%, Corporates 5.1%, Individuals 2%"
INE540P07384,30/06/2026,"Individuals 34%, Corporates 28%, Banks 18%, Trusts 11%, Insurance 6.8%, MF 1.5%, others 0.5%"
INE540P07392,30/06/2026,"Individuals 39%, Trusts 19%, Banks 17%, Corporates 15%, Insurance 6.8%, Govt 2.4%, others 2.1%"
INE540P07400,30/06/2026,"Individuals 37%, Trusts 18%, Corporates 18%, Banks 17%, Insurance 6.8%, MF 1.5%, others 1.4%"
INE540P07418,30/06/2026,"Individuals 49%, Banks 18%, Trusts 14%, Corporates 11%, Insurance 6.8%, MF 0.8%, others 1.1%"
INE540P07426,30/06/2026,"Individuals 37%, Corporates 20%, Trusts 18%, Banks 11%, Insurance 6.8%, PF/Pension 3%, others 3.7%"
INE540P07434,30/06/2026,"Individuals 43%, Trusts 25%, Corporates 14%, Insurance 6.9%, Banks 6.1%, PF/Pension 2%, others 2.4%"
INE540P07467,30/06/2026,"Corporates 41%, Individuals 37%, Trusts 20%, MF 1.5%, NRIs 0.4%, Clearing members 0.3%, others 0.1%"
INE540P07475,30/06/2026,"Individuals 39%, Corporates 38%, Trusts 21%, MF 1.4%, Banks 0.6%, NRIs 0.3%, others 0.1%"
INE540P07483,30/06/2026,"Individuals 46%, Corporates 29%, Trusts 23%, MF 1.4%, NRIs 0.7%, Banks 0.2%, others 0.1%"
INE540P07491,30/06/2026,"Individuals 37%, Trusts 31%, Corporates 24%, Govt 5.7%, MF 1.4%, NRIs 0.8%, others 0.1%"
INE540P07509,30/06/2026,"Individuals 40%, Corporates 32%, Trusts 26%, MF 0.9%, NRIs 0.4%, Banks 0.2%"
INE540P07517,30/06/2026,"Individuals 61%, Corporates 26%, Trusts 11%, MF 0.9%, NRIs 0.7%, Banks 0.5%"
INE545L07044,30/06/2026,"Individuals 41%, Clearing members 41%, Corporates 16%, Trusts 1.4%, NRIs 0.3%"
INE549K07GE3,30/06/2026,"Corporates 56%, Individuals 36%, Banks 8.4%, Clearing members 0.4%"
INE549K07HA9,30/06/2026,"Corporates 81%, Banks 16%, Individuals 3%, NRIs 0.2%"
INE549K07HB7,30/06/2026,"Corporates 88%, Individuals 12%"
INE549K07HD3,30/06/2026,"Corporates 68%, Individuals 31%, Clearing members 0.4%, AIF 0.3%, Trusts 0.1%"
INE549K07HK8,30/06/2026,"Individuals 46%, Banks 29%, Clearing members 15%, Corporates 10%, Trusts 0.3%"
INE549K07HQ5,30/06/2026,"Corporates 74%, FPI 14%, Banks 8.5%, Individuals 4.1%"
INE549K07IF6,30/06/2026,"Individuals 68%, Corporates 22%, MF 6.7%, Clearing members 3%, NRIs 0.1%"
INE549K07IJ8,30/06/2026,"Individuals 59%, Corporates 40%, Trusts 1%, Banks 0.6%"
INE549K08269,30/06/2026,"Individuals 89%, Corporates 10%, NRIs 0.8%, Trusts 0.2%"
INE549K08541,30/06/2026,"Individuals 59%, Corporates 36%, NRIs 3.8%, Trusts 0.8%"
INE549K08558,30/06/2026,"Individuals 94%, Corporates 6%"
INE549K08574,30/06/2026,"Individuals 60%, Corporates 38%, Trusts 1%, NRIs 1%"
INE549K08582,30/06/2026,"Individuals 90%, Corporates 8%, NRIs 2%"
INE549K08590,30/06/2026,"Corporates 68%, MF 15%, Individuals 8%, Banks 7.7%, Clearing members 0.6%, NRIs 0.2%"
INE549K08608,30/06/2026,"Individuals 72%, Corporates 20%, NRIs 8%"
INE556F08KH1,30/06/2026,"MF 42%, Banks 28%, Corporates 13%, Insurance 8.2%, PF/Pension 5.9%, Trusts 2.2%, others 1.2%"
INE556F08KI9,30/06/2026,"MF 63%, Corporates 14%, Insurance 7.2%, Banks 5.7%, PF/Pension 5.1%, Govt 2.5%, others 2.3%"
INE556F08KJ7,30/06/2026,"MF 34%, Banks 26%, PF/Pension 18%, Corporates 10%, Insurance 8.3%, Govt 3%, others 1.5%"
INE556F08KK5,30/06/2026,"MF 36%, Banks 18%, Insurance 15%, Corporates 14%, PF/Pension 11%, Trusts 5.8%, others 0.5%"
INE556F08KL3,30/06/2026,"MF 50%, Govt 11%, Corporates 11%, Banks 9.4%, Insurance 6.4%, Trusts 6.2%, others 5.4%"
INE556F08KM1,30/06/2026,"MF 54%, Corporates 17%, Insurance 9.5%, Trusts 7.1%, Banks 4.9%, FPI 4.4%, others 3.3%"
INE556F08KN9,30/06/2026,"MF 42%, Govt 27%, Banks 15%, Insurance 5.8%, Corporates 5.3%, Trusts 3.4%, others 1.6%"
INE556F08KO7,30/06/2026,"Govt 78%, MF 7.5%, Trusts 3.3%, Banks 3.1%, PF/Pension 2.6%, Corporates 2%, others 3.5%"
INE556F08KP4,30/06/2026,"MF 51%, Corporates 16%, Banks 8.5%, Trusts 8.2%, FPI 6.4%, Govt 4.7%, others 5.2%"
INE556F08KQ2,30/06/2026,"MF 40%, Trusts 32%, Govt 7.8%, Insurance 7.1%, Banks 6.3%, Corporates 5%, others 2.4%"
INE556F08KR0,30/06/2026,"MF 32%, Govt 20%, PF/Pension 18%, Banks 17%, Corporates 5.8%, Insurance 5.1%, others 2.2%"
INE556F08KS8,30/06/2026,"MF 46%, PF/Pension 17%, Banks 15%, Insurance 7.2%, Corporates 6.8%, FPI 3.2%, others 5.8%"
INE556F08KT6,30/06/2026,"MF 30%, Govt 30%, Trusts 21%, Banks 13%, PF/Pension 3.2%, Insurance 1.9%, others 0.9%"
INE556F08KU4,30/06/2026,"MF 66%, Govt 10%, Trusts 8.1%, Banks 7.4%, Insurance 4.6%, PF/Pension 1.6%, others 1.6%"
INE556F08KV2,30/06/2026,"Govt 62%, MF 10%, Corporates 9.5%, Insurance 8.8%, PF/Pension 8.8%, Trusts 0.8%"
INE556F08KW0,30/06/2026,"MF 46%, PF/Pension 25%, Govt 8.1%, Insurance 7.9%, Banks 4.2%, Corporates 3.3%, others 5.2%"
INE556F08KX8,30/06/2026,"MF 33%, Banks 24%, PF/Pension 13%, Insurance 11%, Govt 7.9%, Corporates 5.4%, others 5.3%"
INE556F08KY6,30/06/2026,"MF 40%, PF/Pension 26%, Govt 15%, Banks 13%, Corporates 2.8%, Insurance 2.5%, others 0.8%"
INE556F08KZ3,30/06/2026,"Banks 38%, PF/Pension 24%, MF 15%, Insurance 13%, FPI 5.6%, Corporates 4.8%, others 0.3%"
INE556F08LA4,30/06/2026,"MF 42%, Banks 41%, Corporates 4.8%, PF/Pension 4%, FPI 3.6%, Insurance 2.9%, others 1.7%"
INE556F08LB2,30/06/2026,"Govt 40%, MF 37%, Banks 9.1%, PF/Pension 8.7%, Insurance 2.5%, Corporates 1.5%, others 0.8%"
INE556F08LC0,30/06/2026,"Govt 36%, MF 29%, Banks 14%, PF/Pension 12%, Insurance 6.4%, FPI 1.5%, others 1.2%"
INE556F08LD8,30/06/2026,"Banks 26%, PF/Pension 22%, MF 17%, Insurance 16%, Govt 9.2%, Corporates 5.5%, others 3.8%"
INE556F08LE6,30/06/2026,"MF 76%, Banks 17%, Corporates 4.2%, FPI 3.3%"
INE556F08LF3,30/06/2026,"MF 30%, Govt 23%, Banks 19%, PF/Pension 16%, Corporates 7.1%, Insurance 5.4%, others 0.2%"
INE557F07108,30/06/2026,"Individuals 59%, Corporates 26%, Insurance 13%, AIF 0.5%, NRIs 0.5%, Trusts 0.5%, others 0.3%"
INE557F07157,30/06/2026,"Individuals 64%, Corporates 32%, Insurance 1.2%, AIF 1.2%, NRIs 1%, Banks 0.3%"
INE557F08FT4,30/06/2026,"Insurance 30%, Govt 30%, MF 30%, PF/Pension 6.5%, Corporates 4%"
INE557F08FX6,30/06/2026,"Govt 43%, MF 25%, Insurance 16%, PF/Pension 7.8%, Corporates 4.6%, Banks 3.3%, others 0.5%"
INE557F08FY4,30/06/2026,"Banks 27%, Insurance 27%, MF 26%, Govt 13%, NBFC 3.4%, Corporates 2.1%, others 2%"
INE557F08FZ1,30/06/2026,"MF 49%, Banks 24%, Insurance 21%, Corporates 3.1%, Trusts 1.2%, FPI 0.6%"
INE557F08GA2,30/06/2026,"Insurance 40%, PF/Pension 37%, Govt 16%, MF 3.9%, Banks 2.1%, Trusts 1%"
INE557F08GB0,30/06/2026,"Insurance 60%, PF/Pension 13%, Govt 8.9%, MF 8.5%, Banks 5.5%, Corporates 3.1%, others 1%"
INE557F08GC8,30/06/2026,"Insurance 40%, PF/Pension 27%, Govt 16%, MF 12%, Banks 4.5%"
INE557F08GD6,30/06/2026,"Insurance 51%, MF 26%, Banks 10%, PF/Pension 10%, Govt 2.1%, Trusts 0.1%"
INE557F08GE4,30/06/2026,"MF 29%, Insurance 28%, Banks 24%, PF/Pension 15%, Govt 2%, Trusts 1%, others 1.1%"
INE563J08023,30/06/2026,MF 100%
INE572E07183,30/06/2026,"MF 50%, Banks 25%, Insurance 17%, Corporates 8.3%"
INE572J07760,30/06/2026,"AIF 53%, Corporates 24%, Individuals 14%, NBFC 9.5%"
INE572J07786,30/06/2026,"Individuals 36%, FPI 25%, Corporates 17%, AIF 11%, MF 11%"
INE572J07794,30/06/2026,"Corporates 52%, Individuals 48%"
INE572J07810,30/06/2026,"Individuals 57%, Corporates 39%, MF 3.1%, AIF 0.5%, NRIs 0.3%, Trusts 0.1%"
INE573D07019,30/06/2026,"AIF 50%, NBFC 44%, Individuals 4.3%, Corporates 1.3%"
