isin,as_of,yield,source,holders
IN001232C031,2026-07-31,7.0251,Aditya Birla,Aditya Birla (0)
IN001232C049,2026-06-30,6.9758,Aditya Birla,Aditya Birla
IN001232C049,2026-07-31,7.0248,Aditya Birla,Aditya Birla (16)
IN001235C042,2026-06-30,7.21,HDFC,HDFC
IN0020020106,2026-06-30,6.75,HDFC,HDFC; Nippon
IN0020020106,2026-07-15,6.74,HDFC,HDFC; Nippon
IN0020020106,2026-07-31,6.73,HDFC,HDFC (15); Nippon (107)
IN0020020106,2026-08-15,6.6744,Nippon,Nippon (107)
IN0020020247,2026-06-30,6.092,Aditya Birla,Aditya Birla
IN0020020247,2026-07-31,6.1415,Aditya Birla,Aditya Birla (1)
IN0020040039,2026-06-30,6.88,HDFC,HDFC
IN0020040039,2026-07-15,6.87,HDFC,HDFC
IN0020040039,2026-07-31,6.91,HDFC,HDFC (5)
IN0020050012,2026-06-30,6.8852,Nippon,Nippon
IN0020050012,2026-07-15,6.8967,Nippon,Nippon
IN0020050012,2026-07-31,6.9446,Nippon,Nippon (2)
IN0020050012,2026-08-15,6.8552,Nippon,Nippon (2)
IN0020060029,2026-06-30,6.0431,Nippon,Nippon
IN0020060029,2026-07-15,6.1802,Nippon,Nippon
IN0020060029,2026-07-31,6.1692,Nippon,Nippon (76)
IN0020060029,2026-08-15,6.0477,Nippon,Nippon (76)
IN0020060045,2026-06-30,6.9161,Aditya Birla,Aditya Birla; Nippon
IN0020060045,2026-07-15,6.9725,Nippon,Nippon
IN0020060045,2026-07-31,7.0284,Aditya Birla,Aditya Birla (0); Nippon (4)
IN0020060045,2026-08-15,6.9627,Nippon,Nippon (4)
IN0020060078,2026-06-30,5.6661,Aditya Birla,Aditya Birla; Nippon
IN0020060078,2026-07-15,5.931,Nippon,Nippon
IN0020060078,2026-07-31,5.8632,Aditya Birla,Aditya Birla (85); Nippon (56); Tata (25)
IN0020060078,2026-08-15,5.6237,Nippon,Nippon (55); Tata (25)
IN0020070036,2026-06-30,5.809,Nippon,Nippon
IN0020070036,2026-07-15,5.9894,Nippon,Nippon
IN0020070036,2026-07-31,5.911,Nippon,Nippon (16)
IN0020070036,2026-08-15,5.8338,Nippon,Nippon (16)
IN0020070044,2026-06-30,6.67,HDFC,HDFC; Aditya Birla
IN0020070044,2026-07-15,6.71,HDFC,HDFC
IN0020070044,2026-07-31,6.75,HDFC,HDFC (0); Aditya Birla (0)
IN0020070069,2026-06-30,5.8854,SBI,SBI; Aditya Birla; Nippon
IN0020070069,2026-07-15,5.9388,SBI,SBI; Nippon
IN0020070069,2026-07-31,5.8946,SBI,SBI (1); Aditya Birla (50); Nippon (48)
IN0020070069,2026-08-15,5.8427,SBI,SBI (1); Nippon (48)
IN0020080050,2026-06-30,7.0255,Aditya Birla,Aditya Birla; Nippon
IN0020080050,2026-07-15,7.0495,Nippon,Nippon
IN0020080050,2026-07-31,6.9986,Aditya Birla,Aditya Birla (3); Nippon (75)
IN0020080050,2026-08-15,7.0115,Nippon,Nippon (25)
IN0020110055,2026-06-30,6.53,HDFC,HDFC; ICICI Pru; Axis; Nippon
IN0020110055,2026-07-15,6.52,HDFC,HDFC; ICICI Pru; Nippon
IN0020110055,2026-07-31,6.57,HDFC,HDFC (36); ICICI Pru (533); Axis (0); Nippon (164)
IN0020110055,2026-08-15,6.46,ICICI Pru,ICICI Pru (535); Axis (0); Nippon (165)
IN0020110063,2026-06-30,7.2894,Nippon,Nippon
IN0020110063,2026-07-15,7.3182,Nippon,Nippon
IN0020110063,2026-07-31,7.2721,Nippon,Nippon (4)
IN0020110063,2026-08-15,7.2088,Nippon,Nippon (4)
IN0020120039,2026-06-30,5.26,HDFC,HDFC; SBI; Aditya Birla
IN0020120062,2026-06-30,7.2907,Nippon,Nippon
IN0020120062,2026-07-15,7.3604,Nippon,Nippon
IN0020120062,2026-07-31,7.3426,Nippon,Nippon (11)
IN0020120062,2026-08-15,7.2489,Nippon,Nippon (11)
IN0020130053,2026-06-30,6.6,ICICI Pru,ICICI Pru; Axis
IN0020130053,2026-07-15,6.65,ICICI Pru,ICICI Pru
IN0020130053,2026-07-31,6.56,ICICI Pru,ICICI Pru (201); Axis (5)
IN0020130053,2026-08-15,6.49,ICICI Pru,ICICI Pru (201); Axis (6)
IN0020130079,2026-06-30,7.3552,Nippon,Nippon
IN0020130079,2026-07-15,7.4048,Nippon,Nippon
IN0020130079,2026-07-31,7.4135,Nippon,Nippon (589)
IN0020130079,2026-08-15,7.3074,Nippon,Nippon (618)
IN0020140011,2026-06-30,6.1307,Aditya Birla,Aditya Birla; Axis; Nippon
IN0020140011,2026-07-15,6.112,Nippon,Nippon
IN0020140011,2026-07-31,6.0982,Axis,Axis (1); Nippon (24)
IN0020140011,2026-08-15,6.0757,Axis,Axis (1); Nippon (24)
IN0020140060,2026-06-30,5.44,HDFC,HDFC; Aditya Birla; Axis
IN0020140060,2026-07-15,5.48,HDFC,HDFC
IN0020140060,2026-07-31,5.4,HDFC,HDFC (98); Aditya Birla (16); Axis (2); Tata (56)
IN0020140060,2026-08-15,5.3673,Axis,Axis (2); Tata (56)
IN0020140078,2026-06-30,7.3642,Aditya Birla,Aditya Birla; Nippon
IN0020140078,2026-07-15,7.4139,Nippon,Nippon
IN0020140078,2026-07-31,7.4229,Aditya Birla,Aditya Birla (1); Nippon (464)
IN0020140078,2026-08-15,7.3291,Nippon,Nippon (468)
IN0020150028,2026-06-30,6.5,ICICI Pru,ICICI Pru; Aditya Birla; Axis
IN0020150028,2026-07-15,6.51,ICICI Pru,ICICI Pru
IN0020150028,2026-07-31,6.53,ICICI Pru,ICICI Pru (25); Aditya Birla (0); Axis (2)
IN0020150028,2026-08-15,6.43,ICICI Pru,ICICI Pru (25); Axis (2)
IN0020150044,2026-06-30,7.336,Nippon,Nippon
IN0020150044,2026-07-15,7.4111,Nippon,Nippon
IN0020150044,2026-07-31,7.4229,Nippon,"Nippon (1,096)"
IN0020150044,2026-08-15,7.3125,Nippon,"Nippon (1,108)"
IN0020150051,2026-06-30,6.8451,Nippon,Nippon
IN0020150051,2026-07-15,6.8162,Nippon,Nippon
IN0020150051,2026-07-31,6.912,Nippon,Nippon (9)
IN0020150051,2026-08-15,6.8156,Nippon,Nippon (9)
IN0020150069,2026-06-30,6.26,HDFC,HDFC; SBI; Aditya Birla; Axis; Nippon
IN0020150069,2026-07-15,6.31,HDFC,HDFC; SBI; Nippon
IN0020150069,2026-07-31,6.39,HDFC,HDFC (32); SBI (5); Aditya Birla (32); Axis (1); Nippon (7)
IN0020150069,2026-08-15,6.2635,SBI,SBI (5); Axis (1); Nippon (7)
IN0020160019,2026-06-30,6.51,ICICI Pru,ICICI Pru; Nippon
IN0020160019,2026-07-15,6.52,ICICI Pru,ICICI Pru; Nippon
IN0020160019,2026-07-31,6.57,ICICI Pru,ICICI Pru (7); Nippon (2)
IN0020160019,2026-08-15,6.45,ICICI Pru,ICICI Pru (7); Nippon (2)
IN0020160035,2026-06-30,5.25,HDFC,HDFC; SBI; ICICI Pru; Aditya Birla; Nippon; Kotak; UTI
IN0020160035,2026-07-15,5.21,HDFC,HDFC; SBI; ICICI Pru; Nippon
IN0020160035,2026-07-31,5.33,HDFC,"HDFC (4,218); SBI (100); ICICI Pru (771); Aditya Birla (861); Nippon (265); Kotak (300); UTI (50); Tata (245)"
IN0020160035,2026-08-15,5.135,SBI,SBI (100); ICICI Pru (771); Nippon (265); Kotak (300); Tata (245)
IN0020160068,2026-06-30,7.4073,Nippon,Nippon
IN0020160068,2026-07-15,7.4368,Nippon,Nippon
IN0020160068,2026-07-31,7.4451,Nippon,Nippon (796)
IN0020160068,2026-08-15,7.3198,Nippon,Nippon (801)
IN0020160092,2026-06-30,7.44,HDFC,HDFC; Nippon
IN0020160092,2026-07-15,7.46,HDFC,HDFC; Nippon
IN0020160092,2026-07-31,7.62,HDFC,"HDFC (77); Nippon (1,347)"
IN0020160092,2026-08-15,7.49,Nippon,"Nippon (1,344)"
IN0020160100,2026-06-30,6.8071,Aditya Birla,Aditya Birla
IN0020160100,2026-07-31,6.8227,Aditya Birla,Aditya Birla (4)
IN0020160100,2026-08-15,6.7371,Nippon,Nippon (25)
IN0020160118,2026-06-30,6.3958,SBI,SBI; Aditya Birla; Axis; Nippon
IN0020160118,2026-07-15,6.46,HDFC,HDFC; SBI; Nippon
IN0020160118,2026-07-31,6.5,HDFC,HDFC (0); SBI (5); Aditya Birla (10); Axis (1); Nippon (3); Tata (61)
IN0020160118,2026-08-15,6.3502,SBI,SBI (5); Axis (1); Nippon (3); Tata (61)
IN0020170026,2026-06-30,5.81,HDFC,HDFC; SBI; Aditya Birla; Axis; Nippon; UTI
IN0020170026,2026-07-15,5.85,HDFC,HDFC; SBI; Nippon
IN0020170026,2026-07-31,5.8,HDFC,HDFC (118); SBI (504); Aditya Birla (115); Axis (2); Nippon (100); UTI (50)
IN0020170026,2026-08-15,5.7978,SBI,SBI (196); Axis (2); Nippon (100)
IN0020170042,2026-06-30,6.58,HDFC,HDFC; Nippon
IN0020170042,2026-07-15,6.64,HDFC,HDFC; Nippon
IN0020170042,2026-07-31,6.61,HDFC,HDFC (50); Nippon (2); Tata (2)
IN0020170042,2026-08-15,6.4765,Nippon,Nippon (2); Tata (2)
IN0020170174,2026-06-30,5.9645,Aditya Birla,Aditya Birla; Nippon
IN0020170174,2026-07-15,6.0407,Nippon,Nippon
IN0020170174,2026-07-31,6.0411,Aditya Birla,Aditya Birla (18); Nippon (52)
IN0020170174,2026-08-15,6.0125,Nippon,Nippon (52)
IN0020180041,2026-06-30,6.14,HDFC,HDFC; SBI; ICICI Pru
IN0020180041,2026-07-15,6.16,HDFC,HDFC; SBI; ICICI Pru
IN0020180041,2026-07-31,6.16,HDFC,"HDFC (1,576); SBI (26); ICICI Pru (929)"
IN0020180041,2026-08-15,6.11,ICICI Pru,SBI (26); ICICI Pru (930)
IN0020180454,2026-06-30,6.2518,Aditya Birla,Aditya Birla; Axis; Nippon
IN0020180454,2026-07-15,6.3418,Nippon,Nippon
IN0020180454,2026-07-31,6.3041,Aditya Birla,Aditya Birla (2); Axis (3); Nippon (4)
IN0020180454,2026-08-15,6.2011,Axis,Axis (3); Nippon (4)
IN0020190032,2026-06-30,7.4533,Nippon,Nippon
IN0020190032,2026-07-15,7.4445,Nippon,Nippon
IN0020190032,2026-07-31,7.5674,Nippon,Nippon (5)
IN0020190032,2026-08-15,7.4349,Nippon,Nippon (5)
IN0020190040,2026-06-30,7.3457,Nippon,Nippon
IN0020190040,2026-07-15,7.3953,Nippon,Nippon
IN0020190040,2026-07-31,7.4094,Nippon,Nippon (16); Tata (1)
IN0020190040,2026-08-15,7.3157,Nippon,Nippon (16); Tata (1)
IN0020190065,2026-06-30,6.82,HDFC,HDFC; Aditya Birla; Axis
IN0020190065,2026-07-15,6.8,HDFC,HDFC
IN0020190065,2026-07-31,6.81,HDFC,HDFC (8); Aditya Birla (8); Axis (3)
IN0020190065,2026-08-15,6.7217,Axis,Axis (3)
IN0020200054,2026-06-30,7.42,HDFC,HDFC; Nippon
IN0020200054,2026-07-15,7.44,HDFC,HDFC; Nippon
IN0020200054,2026-07-31,7.57,HDFC,HDFC (48); Nippon (89)
IN0020200054,2026-08-15,7.4901,Nippon,Nippon (90)
IN0020200070,2026-06-30,6.47,HDFC,HDFC; ICICI Pru; Axis
IN0020200070,2026-07-15,6.52,HDFC,HDFC; ICICI Pru
IN0020200070,2026-07-31,6.52,HDFC,HDFC (17); ICICI Pru (0); Axis (5)
IN0020200070,2026-08-15,6.44,ICICI Pru,ICICI Pru (0); Axis (5)
IN0020200096,2026-06-30,6.85,HDFC,HDFC; Axis
IN0020200096,2026-07-15,6.8,HDFC,HDFC
IN0020200096,2026-07-31,6.88,HDFC,HDFC (22); Axis (1)
IN0020200096,2026-08-15,6.7921,Axis,Axis (1)
IN0020200120,2026-06-30,6.22,HDFC,HDFC; SBI; ICICI Pru; Aditya Birla; Axis; Nippon; Kotak; UTI
IN0020200120,2026-07-15,6.24,HDFC,HDFC; SBI; ICICI Pru; Nippon
IN0020200120,2026-07-31,6.23,HDFC,"HDFC (520); SBI (203); ICICI Pru (1,449); Aditya Birla (939); Axis (17); Nippon (73); Kotak (2); UTI (1)"
IN0020200120,2026-08-15,6.14,ICICI Pru,"SBI (203); ICICI Pru (1,449); Axis (12); Nippon (73); Kotak (2)"
IN0020200153,2026-06-30,6.49,HDFC,HDFC; ICICI Pru
IN0020200153,2026-07-15,6.52,HDFC,HDFC; ICICI Pru
IN0020200153,2026-07-31,6.52,HDFC,HDFC (23); ICICI Pru (19)
IN0020200153,2026-08-15,6.46,ICICI Pru,ICICI Pru (19)
IN0020200187,2026-06-30,7.5462,Nippon,Nippon
IN0020200187,2026-07-15,7.6249,Nippon,Nippon
IN0020200187,2026-07-31,7.7135,Nippon,Nippon (54)
IN0020200187,2026-08-15,7.59,Nippon,Nippon (55)
IN0020200252,2026-06-30,7.43,HDFC,HDFC; Aditya Birla; Nippon; Kotak
IN0020200252,2026-07-15,7.47,HDFC,HDFC; Nippon
IN0020200252,2026-07-31,7.56,HDFC,HDFC (69); Aditya Birla (3); Nippon (549); Kotak (0)
IN0020200252,2026-08-15,7.4271,Nippon,Nippon (556); Kotak (0)
IN0020200294,2026-06-30,6.48,HDFC,HDFC; ICICI Pru
IN0020200294,2026-07-15,6.55,HDFC,HDFC; ICICI Pru
IN0020200294,2026-07-31,6.51,HDFC,HDFC (3); ICICI Pru (10)
IN0020200294,2026-08-15,6.44,ICICI Pru,ICICI Pru (10)
IN0020200401,2026-06-30,7.56,HDFC,HDFC; Aditya Birla
IN0020200401,2026-07-15,7.61,HDFC,HDFC
IN0020200401,2026-07-31,7.71,HDFC,HDFC (0); Aditya Birla (27)
IN0020210020,2026-06-30,6.9,HDFC,HDFC; ICICI Pru; Axis; Nippon
IN0020210020,2026-07-15,6.89,HDFC,HDFC; ICICI Pru; Nippon
IN0020210020,2026-07-31,6.93,HDFC,HDFC (10); ICICI Pru (128); Axis (4); Nippon (1)
IN0020210020,2026-08-15,6.88,ICICI Pru,ICICI Pru (64); Axis (4); Nippon (1)
IN0020210095,2026-06-30,6.59,HDFC,HDFC; SBI; Aditya Birla; Axis
IN0020210095,2026-07-15,6.57,HDFC,HDFC; SBI
IN0020210095,2026-07-31,6.53,HDFC,HDFC (549); SBI (13); Aditya Birla (1); Axis (2)
IN0020210095,2026-08-15,6.4516,SBI,SBI (16); Axis (2)
IN0020210137,2026-06-30,6.14,HDFC,HDFC; ICICI Pru; Aditya Birla; Nippon
IN0020210137,2026-07-15,6.14,HDFC,HDFC; ICICI Pru; Nippon
IN0020210137,2026-07-31,6.15,HDFC,HDFC (641); ICICI Pru (418); Aditya Birla (299); Nippon (113)
IN0020210137,2026-08-15,6.12,ICICI Pru,ICICI Pru (419); Nippon (113)
IN0020210152,2026-06-30,6.88,HDFC,HDFC; ICICI Pru; Axis; Nippon
IN0020210152,2026-07-15,6.9,HDFC,HDFC; ICICI Pru; Nippon
IN0020210152,2026-07-31,6.93,HDFC,HDFC (302); ICICI Pru (15); Axis (4); Nippon (102)
IN0020210152,2026-08-15,6.8625,Axis,Axis (4); Nippon (103)
IN0020210160,2026-06-30,5.8,HDFC,HDFC; ICICI Pru; Aditya Birla; Axis; Nippon; Kotak; UTI
IN0020210160,2026-07-15,5.84,HDFC,HDFC; ICICI Pru; Nippon
IN0020210160,2026-07-31,5.83,HDFC,HDFC (982); ICICI Pru (310); Aditya Birla (104); Axis (176); Nippon (1); Kotak (126); UTI (101)
IN0020210160,2026-08-15,5.86,ICICI Pru,ICICI Pru (310); Axis (176); Nippon (1); Kotak (50)
IN0020210186,2026-06-30,5.49,HDFC,HDFC; SBI; Aditya Birla; Axis; UTI
IN0020210186,2026-07-15,5.5,HDFC,HDFC; SBI
IN0020210186,2026-07-31,5.41,HDFC,HDFC (667); SBI (45); Aditya Birla (4); Axis (6); UTI (280); Tata (16)
IN0020210186,2026-08-15,5.2973,SBI,SBI (45); Axis (6); Tata (15)
IN0020210194,2026-06-30,7.41,HDFC,HDFC; Nippon
IN0020210194,2026-07-15,7.46,HDFC,HDFC; Nippon
IN0020210194,2026-07-31,7.58,HDFC,"HDFC (179); Nippon (1,091)"
IN0020210194,2026-08-15,7.4544,Nippon,"Nippon (1,106)"
IN0020210202,2026-06-30,7.56,HDFC,HDFC
IN0020210202,2026-07-15,7.64,HDFC,HDFC
IN0020210202,2026-07-31,7.71,HDFC,HDFC (32)
IN0020210244,2026-06-30,6.63,HDFC,HDFC; Aditya Birla; Nippon; UTI
IN0020210244,2026-07-15,6.64,HDFC,HDFC; Nippon
IN0020210244,2026-07-31,6.65,HDFC,HDFC (21); Aditya Birla (18); Nippon (10); UTI (2)
IN0020210244,2026-08-15,6.5423,Nippon,Nippon (10)
IN0020220011,2026-06-30,6.21,HDFC,HDFC; SBI; Aditya Birla; Axis; Nippon
IN0020220011,2026-07-15,6.29,HDFC,HDFC; SBI; Nippon
IN0020220011,2026-07-31,6.35,HDFC,"HDFC (121); SBI (1,891); Aditya Birla (511); Axis (5); Nippon (83); Tata (69)"
IN0020220011,2026-08-15,6.263,SBI,"SBI (1,894); Axis (5); Nippon (83); Tata (69)"
IN0020220029,2026-06-30,6.93,HDFC,HDFC; SBI; Aditya Birla; Nippon
IN0020220029,2026-07-15,6.94,HDFC,HDFC; SBI; Nippon
IN0020220029,2026-07-31,6.99,HDFC,"HDFC (760); SBI (2,566); Aditya Birla (63); Nippon (577)"
IN0020220029,2026-08-15,6.873,SBI,"SBI (2,558); Nippon (581)"
IN0020220037,2026-06-30,5.74,HDFC,HDFC; SBI; Aditya Birla; Axis; Nippon; UTI
IN0020220037,2026-07-15,5.87,HDFC,HDFC; SBI; Nippon
IN0020220037,2026-07-31,5.84,HDFC,HDFC (490); SBI (122); Aditya Birla (40); Axis (20); Nippon (281); UTI (51); Tata (20)
IN0020220037,2026-08-15,5.8069,SBI,SBI (122); Axis (20); Nippon (281); Tata (20)
IN0020220060,2026-06-30,6.7,HDFC,HDFC; Axis; Nippon; UTI
IN0020220060,2026-07-15,6.7,HDFC,HDFC; Nippon
IN0020220060,2026-07-31,6.71,HDFC,HDFC (574); Axis (45); Nippon (52); UTI (4)
IN0020220060,2026-08-15,6.602,Axis,Axis (45); Nippon (52)
IN0020220086,2026-06-30,7.42,HDFC,HDFC; Axis
IN0020220086,2026-07-15,7.54,HDFC,HDFC
IN0020220086,2026-07-31,7.59,HDFC,HDFC (537); Axis (47); Tata (10)
IN0020220086,2026-08-15,7.51,Axis,Axis (48); Tata (10)
IN0020220102,2026-06-30,6.9,HDFC,HDFC; ICICI Pru; Aditya Birla
IN0020220102,2026-07-15,6.92,HDFC,HDFC; ICICI Pru
IN0020220102,2026-07-31,6.98,HDFC,HDFC (36); ICICI Pru (16); Aditya Birla (62)
IN0020220102,2026-08-15,6.91,ICICI Pru,ICICI Pru (16)
IN0020220136,2026-06-30,6.12,HDFC,HDFC
IN0020220151,2026-06-30,6.75,HDFC,HDFC; ICICI Pru; Aditya Birla; Axis; Nippon; Kotak
IN0020220151,2026-07-15,6.75,HDFC,HDFC; ICICI Pru; Nippon
IN0020220151,2026-07-31,6.77,HDFC,HDFC (284); ICICI Pru (0); Aditya Birla (33); Axis (17); Nippon (5); Kotak (1)
IN0020220151,2026-08-15,6.68,ICICI Pru,ICICI Pru (0); Axis (17); Nippon (5); Kotak (1)
IN0020230010,2026-06-30,6.0759,Aditya Birla,Aditya Birla; Axis; Nippon; UTI
IN0020230010,2026-07-15,6.0948,Nippon,Nippon
IN0020230010,2026-07-31,6.1053,Aditya Birla,Aditya Birla (116); Axis (121); Nippon (38); UTI (127)
IN0020230010,2026-08-15,6.0298,Axis,Axis (121); Nippon (38)
IN0020230036,2026-06-30,6.4366,SBI,SBI; Aditya Birla; Axis; Nippon; Kotak
IN0020230036,2026-07-15,6.5103,SBI,SBI; Nippon
IN0020230036,2026-07-31,6.49,SBI,SBI (155); Aditya Birla (162); Axis (8); Nippon (128); Kotak (5); Tata (31)
IN0020230036,2026-08-15,6.4134,SBI,SBI (155); Axis (8); Nippon (128); Kotak (5); Tata (31)
IN0020230044,2026-06-30,7.57,HDFC,HDFC; Aditya Birla; Axis; Nippon; Kotak
IN0020230044,2026-07-15,7.66,HDFC,HDFC; Nippon
IN0020230044,2026-07-31,7.71,HDFC,HDFC (192); Aditya Birla (43); Axis (43); Nippon (101); Kotak (110)
IN0020230044,2026-08-15,7.6042,Axis,Axis (44); Nippon (97); Kotak (112)
IN0020230051,2026-06-30,7.44,HDFC,HDFC; Aditya Birla; Axis; Nippon; Kotak; UTI
IN0020230051,2026-07-15,7.53,HDFC,HDFC; Nippon
IN0020230051,2026-07-31,7.63,HDFC,"HDFC (1,272); Aditya Birla (205); Axis (195); Nippon (68); Kotak (77); UTI (0)"
IN0020230051,2026-08-15,7.497,Axis,Axis (292); Nippon (69); Kotak (78)
IN0020230077,2026-06-30,6.92,HDFC,HDFC; SBI; ICICI Pru; Axis; UTI
IN0020230077,2026-07-15,6.93,HDFC,HDFC; SBI; ICICI Pru
IN0020230077,2026-07-31,6.97,HDFC,HDFC (349); SBI (246); ICICI Pru (2); Axis (31); UTI (880)
IN0020230077,2026-08-15,6.9139,SBI,SBI (247); ICICI Pru (2); Axis (31)
IN0020230085,2026-06-30,6.75,HDFC,HDFC; SBI; Axis; UTI
IN0020230085,2026-07-15,6.8,HDFC,HDFC; SBI
IN0020230085,2026-07-31,6.79,HDFC,HDFC (288); SBI (10); Axis (70); UTI (68); Tata (51)
IN0020230085,2026-08-15,6.712,SBI,SBI (10); Axis (70); Tata (52)
IN0020230101,2026-06-30,6.1008,Aditya Birla,Aditya Birla; Axis; Nippon; UTI
IN0020230101,2026-07-15,6.0743,Nippon,Nippon
IN0020230101,2026-07-31,6.2126,Aditya Birla,Aditya Birla (2); Axis (5); Nippon (82); UTI (26)
IN0020230101,2026-08-15,6.0761,Axis,Axis (5); Nippon (82)
IN0020230119,2026-06-30,5.38,ICICI Pru,ICICI Pru
IN0020230119,2026-07-15,5.43,ICICI Pru,ICICI Pru
IN0020230119,2026-07-31,5.38,ICICI Pru,ICICI Pru (0)
IN0020230119,2026-08-15,5.31,ICICI Pru,ICICI Pru (0)
IN0020230127,2026-06-30,7.5942,Aditya Birla,Aditya Birla; Axis
IN0020230127,2026-07-31,7.734,Aditya Birla,Aditya Birla (44); Axis (5)
IN0020230127,2026-08-15,7.602,Axis,Axis (5)
IN0020230135,2026-06-30,6.5148,Aditya Birla,Aditya Birla; Axis; Nippon; UTI
IN0020230135,2026-07-15,6.5473,Nippon,Nippon
IN0020230135,2026-07-31,6.5119,Aditya Birla,Aditya Birla (16); Axis (9); Nippon (164); UTI (630); Tata (103)
IN0020230135,2026-08-15,6.4623,Axis,Axis (4); Nippon (164); Tata (104)
IN0020230150,2026-06-30,6.78,HDFC,HDFC
IN0020240019,2026-06-30,6.82,HDFC,HDFC; Aditya Birla; Axis; Nippon; Kotak; UTI
IN0020240019,2026-07-15,6.84,HDFC,HDFC; Nippon
IN0020240019,2026-07-31,6.86,HDFC,HDFC (47); Aditya Birla (24); Axis (39); Nippon (5); Kotak (1); UTI (220); Tata (26)
IN0020240019,2026-08-15,6.8011,Axis,Axis (39); Nippon (5); Kotak (1); Tata (26)
IN0020240027,2026-06-30,7.02,HDFC,HDFC; Aditya Birla; Axis; UTI
IN0020240027,2026-07-15,7.04,HDFC,HDFC
IN0020240027,2026-07-31,7.04,HDFC,HDFC (374); Aditya Birla (26); Axis (4); UTI (1)
IN0020240027,2026-08-15,6.97,Axis,Axis (4)
IN0020240035,2026-06-30,7.57,HDFC,HDFC; ICICI Pru; Aditya Birla; Axis; Nippon; Kotak; UTI
IN0020240035,2026-07-15,7.66,HDFC,HDFC; ICICI Pru; Nippon
IN0020240035,2026-07-31,7.73,HDFC,"HDFC (875); ICICI Pru (2,964); Aditya Birla (1,233); Axis (82); Nippon (187); Kotak (1); UTI (75); Tata (0)"
IN0020240035,2026-08-15,7.6,ICICI Pru,"ICICI Pru (2,961); Axis (83); Nippon (190); Kotak (1); Tata (0)"
IN0020240043,2026-06-30,5.8299,Aditya Birla,Aditya Birla
IN0020240043,2026-07-31,5.8459,Aditya Birla,Aditya Birla (13)
IN0020240050,2026-06-30,6.2429,Aditya Birla,Aditya Birla; Axis; Nippon; UTI
IN0020240050,2026-07-15,6.3511,Nippon,Nippon
IN0020240050,2026-07-31,6.3758,Aditya Birla,Aditya Birla (7); Axis (5); Nippon (4); UTI (101)
IN0020240050,2026-08-15,6.2649,Axis,Axis (5); Nippon (4)
IN0020240076,2026-06-30,6.56,HDFC,HDFC; SBI; Aditya Birla; Nippon; Kotak; UTI
IN0020240076,2026-07-15,6.57,HDFC,HDFC; SBI; Nippon
IN0020240076,2026-07-31,6.53,HDFC,HDFC (26); SBI (6); Aditya Birla (5); Nippon (77); Kotak (2)
IN0020240076,2026-08-15,6.4535,SBI,SBI (6); Nippon (77); Kotak (2)
IN0020240118,2026-06-30,7.44,HDFC,HDFC; ICICI Pru; Aditya Birla; Axis; Nippon; Kotak; UTI
IN0020240118,2026-07-15,7.55,HDFC,HDFC; ICICI Pru; Nippon
IN0020240118,2026-07-31,7.58,HDFC,HDFC (786); ICICI Pru (791); Aditya Birla (77); Axis (86); Nippon (38); Kotak (134); UTI (10); Tata (120)
IN0020240118,2026-08-15,7.5,ICICI Pru,ICICI Pru (798); Axis (87); Nippon (39); Kotak (135); Tata (48)
IN0020240126,2026-06-30,6.83,HDFC,HDFC; SBI; ICICI Pru; Aditya Birla; Axis; Nippon; UTI
IN0020240126,2026-07-15,6.8,HDFC,HDFC; SBI; ICICI Pru; Nippon
IN0020240126,2026-07-31,6.89,HDFC,HDFC (40); SBI (105); ICICI Pru (5); Aditya Birla (120); Axis (29); Nippon (10); UTI (25); Tata (35)
IN0020240126,2026-08-15,6.7948,SBI,SBI (106); ICICI Pru (5); Axis (29); Nippon (10); Tata (35)
IN0020240134,2026-06-30,7.02,HDFC,HDFC; ICICI Pru; Aditya Birla; Axis; UTI
IN0020240134,2026-07-15,7.03,HDFC,HDFC; ICICI Pru
IN0020240134,2026-07-31,7.06,HDFC,HDFC (105); ICICI Pru (0); Aditya Birla (7); Axis (5); UTI (50)
IN0020240134,2026-08-15,6.97,ICICI Pru,ICICI Pru (0); Axis (5)
IN0020240142,2026-06-30,7.63,HDFC,HDFC; SBI; ICICI Pru; Aditya Birla; Axis; Kotak
IN0020240142,2026-07-15,7.66,HDFC,HDFC; SBI; ICICI Pru
IN0020240142,2026-07-31,7.72,HDFC,HDFC (38); ICICI Pru (23); Aditya Birla (62); Axis (1); Kotak (3)
IN0020240142,2026-08-15,7.6,ICICI Pru,ICICI Pru (24); Axis (1); Kotak (3)
IN0020240159,2026-06-30,6.8908,Aditya Birla,Aditya Birla
IN0020240159,2026-07-31,6.848,Aditya Birla,Aditya Birla (65)
IN0020240183,2026-06-30,6.3706,SBI,SBI; Axis; Nippon; UTI
IN0020240183,2026-07-15,6.4273,Nippon,Nippon
IN0020240183,2026-07-31,6.5076,Axis,Axis (3); Nippon (3); UTI (121)
IN0020240183,2026-08-15,6.3818,Axis,Axis (3); Nippon (4)
IN0020240191,2026-06-30,6.626,SBI,SBI
IN0020240191,2026-07-15,6.6034,SBI,SBI
IN0020240191,2026-07-31,6.5888,SBI,SBI (76)
IN0020240191,2026-08-15,6.4578,SBI,SBI (76)
IN0020250018,2026-06-30,7.59,HDFC,HDFC; SBI; ICICI Pru; Aditya Birla; Axis; Nippon; Kotak; UTI
IN0020250018,2026-07-15,7.65,HDFC,HDFC; SBI; ICICI Pru; Nippon
